source,target,Timestamp
JordiCdBCN,elnacionalcat,2023-04-13T20:43:40.000Z
JMAragorn,MarcFerre_Cat,2023-04-13T20:43:37.000Z
JosepRC1,MarcFerre_Cat,2023-04-13T20:43:24.000Z
Odm902,Jaume752,2023-04-13T20:43:10.000Z
PepRiera3,CUPBarcelona,2023-04-13T20:43:03.000Z
PepRiera3,bcnencomu,2023-04-13T20:43:03.000Z
peixllop,danielsirera,2023-04-13T20:41:57.000Z
nuncasaludaba22,bcnencomu,2023-04-13T20:40:27.000Z
Gregorius_1984,jm_clavero,2023-04-13T20:40:05.000Z
PES04971659,OuwerkerkRien,2023-04-13T20:39:52.000Z
JaumeMasMay,rovelldou1,2023-04-13T20:39:51.000Z
EnricBalladares,rovelldou1,2023-04-13T20:39:30.000Z
HNreturns,Gonzalvojordi,2023-04-13T20:38:47.000Z
Solimar34984684,AlbertTerol,2023-04-13T20:37:13.000Z
GarciaZapemaru,bcnencomu,2023-04-13T20:36:41.000Z
BCN1,Mireiagalindo,2023-04-13T20:36:19.000Z
Genrico12,contrastado,2023-04-13T20:35:04.000Z
tonagranotes,jm_clavero,2023-04-13T20:34:36.000Z
trans_belt,jm_clavero,2023-04-13T20:32:21.000Z
PaulaSmit1950,OuwerkerkRien,2023-04-13T20:32:19.000Z
Arale0975,MarcFerre_Cat,2023-04-13T20:31:50.000Z
QuimRiberaRufas,Mireiagalindo,2023-04-13T20:30:17.000Z
GencatR,danielsirera,2023-04-13T20:30:07.000Z
Willi1807,danielsirera,2023-04-13T20:29:29.000Z
ElisS60,Mireiagalindo,2023-04-13T20:28:10.000Z
PalmaNeus,Mireiagalindo,2023-04-13T20:26:46.000Z
genovevacatala,bcnencomu,2023-04-13T20:26:32.000Z
DutchZorro,OuwerkerkRien,2023-04-13T20:24:48.000Z
mariasantferm,MarcFerre_Cat,2023-04-13T20:24:30.000Z
shibabcn,bcnencomu,2023-04-13T20:23:15.000Z
post____human,MiguelMV1984,2023-04-13T20:23:03.000Z
post____human,valents_cat,2023-04-13T20:23:03.000Z
post____human,PareraEva,2023-04-13T20:23:03.000Z
Roelsipke,OuwerkerkRien,2023-04-13T20:22:00.000Z
Catalonia1967,rovelldou1,2023-04-13T20:21:34.000Z
CVinardell,Mireiagalindo,2023-04-13T20:21:08.000Z
filumestre,MarcSerraSole,2023-04-13T20:20:54.000Z
JosepBlesa1,jm_clavero,2023-04-13T20:20:34.000Z
Despui,jm_clavero,2023-04-13T20:20:07.000Z
CalPepi,rovelldou1,2023-04-13T20:15:00.000Z
jrnewjr,DuSoFabulous,2023-04-13T20:12:40.000Z
carmontane,MarcFerre_Cat,2023-04-13T20:11:36.000Z
pepguilanya,bcnencomu,2023-04-13T20:08:01.000Z
mplaju,jm_clavero,2023-04-13T20:07:50.000Z
BuiaEnUnMaravi1,FeijooConEspana,2023-04-13T20:07:49.000Z
BuiaEnUnMaravi1,danielsirera,2023-04-13T20:07:49.000Z
csbell_stephen,MarcSerraSole,2023-04-13T20:07:44.000Z
somosdomitilas,bcnencomu,2023-04-13T20:07:42.000Z
isabelsk59,jm_clavero,2023-04-13T20:07:01.000Z
calsojorn10,MarcFerre_Cat,2023-04-13T20:04:44.000Z
sirfal1600,HoeyberghsJeff,2023-04-13T20:03:23.000Z
Josepd51,BentanachsFredi,2023-04-13T20:02:07.000Z
Josepd51,titonlailla,2023-04-13T20:02:07.000Z
gueda02496042,FeijooConEspana,2023-04-13T20:01:38.000Z
gueda02496042,danielsirera,2023-04-13T20:01:38.000Z
mikel_xx,Cioc_Colatini,2023-04-13T20:00:04.000Z
shibabcn,DianaFT88,2023-04-13T19:59:08.000Z
MonDiari,toteconomia,2023-04-13T19:58:39.000Z
HuracaL,CUPBarcelona,2023-04-13T19:58:00.000Z
HuracaL,bcnencomu,2023-04-13T19:58:00.000Z
derechacatalana,MiguelMV1984,2023-04-13T19:57:40.000Z
derechacatalana,valents_cat,2023-04-13T19:57:40.000Z
derechacatalana,MiguelMV1984,2023-04-13T19:57:36.000Z
derechacatalana,PareraEva,2023-04-13T19:57:36.000Z
Despui,rovelldou1,2023-04-13T19:57:07.000Z
DavidGR1714,CifuentesJordi,2023-04-13T19:56:48.000Z
DavidGR1714,TriasperBCN,2023-04-13T19:56:48.000Z
DavidGR1714,xaviertrias,2023-04-13T19:56:48.000Z
LVVlaanderen,HoeyberghsJeff,2023-04-13T19:56:35.000Z
jaumeoliva_,diarieljardi,2023-04-13T19:55:47.000Z
Carles83299878,Mireiagalindo,2023-04-13T19:55:45.000Z
JoaquimDelgad0,CUPBarcelona,2023-04-13T19:55:33.000Z
JoaquimDelgad0,bcnencomu,2023-04-13T19:55:33.000Z
Paloubresoli,Jaume752,2023-04-13T19:54:03.000Z
Chewbacca36,OuwerkerkRien,2023-04-13T19:53:56.000Z
dss2525,_nadalgil,2023-04-13T19:53:27.000Z
dss2525,AdaColau,2023-04-13T19:53:27.000Z
RepublikCatalan,Jaume752,2023-04-13T19:52:47.000Z
mercepunti,Jaume752,2023-04-13T19:52:09.000Z
Lu_Serramia,rovelldou1,2023-04-13T19:50:58.000Z
DespertaFerro11,BentanachsFredi,2023-04-13T19:49:30.000Z
DespertaFerro11,titonlailla,2023-04-13T19:49:30.000Z
JoanRub45406634,MarcFerre_Cat,2023-04-13T19:49:27.000Z
Wittgenstein_jm,MarcFerre_Cat,2023-04-13T19:48:33.000Z
CrisGHart,MarcFerre_Cat,2023-04-13T19:45:56.000Z
y_gokay,OuwerkerkRien,2023-04-13T19:45:48.000Z
javifagreda,EnComu_Podem,2023-04-13T19:45:10.000Z
javifagreda,G_Pisarello,2023-04-13T19:45:10.000Z
beamtnezalonso,bcnencomu,2023-04-13T19:44:40.000Z
DDomene,MarcFerre_Cat,2023-04-13T19:44:38.000Z
Carlangues,jcorbalan,2023-04-13T19:44:19.000Z
lidiafado,MarcFerre_Cat,2023-04-13T19:44:17.000Z
mariahelena57b1,jm_clavero,2023-04-13T19:43:52.000Z
Siinomessi,Jaume752,2023-04-13T19:42:53.000Z
dss2525,Eduardo54812683,2023-04-13T19:42:09.000Z
nosa96746091,Mireiagalindo,2023-04-13T19:42:06.000Z
boomboox_net,AdaColau,2023-04-13T19:41:17.000Z
boomboox_net,Samantha,2023-04-13T19:41:17.000Z
ASA90594458,rovelldou1,2023-04-13T19:39:06.000Z
lucisayol,deutsch365,2023-04-13T19:39:00.000Z
sarizor,Ciddavid,2023-04-13T19:38:21.000Z
sarizor,LaVanguardia,2023-04-13T19:38:21.000Z
HumanMindonMars,Jaume752,2023-04-13T19:37:15.000Z
jratells,jm_clavero,2023-04-13T19:36:40.000Z
Antonio91149946,FeijooConEspana,2023-04-13T19:36:22.000Z
Antonio91149946,danielsirera,2023-04-13T19:36:22.000Z
mccebs,Jaumeasens,2023-04-13T19:34:42.000Z
mccebs,MarcSerraSole,2023-04-13T19:33:55.000Z
mccebs,CarlesSpa,2023-04-13T19:33:07.000Z
mccebs,bcnencomu,2023-04-13T19:33:07.000Z
Denise07190935,OuwerkerkRien,2023-04-13T19:32:18.000Z
albertcaste,CdEconomia,2023-04-13T19:32:05.000Z
rmmaymo,Jaume752,2023-04-13T19:31:51.000Z
mccebs,bcnencomu,2023-04-13T19:31:49.000Z
mccebs,Yolanda_Diaz_,2023-04-13T19:31:49.000Z
mccebs,bcnencomu,2023-04-13T19:31:43.000Z
HenkLosser,OuwerkerkRien,2023-04-13T19:30:01.000Z
byemiek1,RosaliaFonts,2023-04-13T19:29:52.000Z
Antonio86938495,FeijooConEspana,2023-04-13T19:29:42.000Z
Antonio86938495,danielsirera,2023-04-13T19:29:42.000Z
a_falco9,jm_clavero,2023-04-13T19:29:33.000Z
JoanDP67,jm_clavero,2023-04-13T19:28:16.000Z
CarloAngrisano,danielsirera,2023-04-13T19:28:12.000Z
JordiRuizBazanG,MariaSanchezGir,2023-04-13T19:28:01.000Z
JordiRuizBazanG,unquartdegalves,2023-04-13T19:28:01.000Z
JordiRuizBazanG,jordigalves,2023-04-13T19:28:01.000Z
RoserTrull,rovelldou1,2023-04-13T19:28:00.000Z
fragoneste,rovelldou1,2023-04-13T19:27:20.000Z
tramptramptramp,jm_clavero,2023-04-13T19:27:19.000Z
lloretmontse,rovelldou1,2023-04-13T19:26:10.000Z
Camelia48159911,FeijooConEspana,2023-04-13T19:25:51.000Z
Camelia48159911,danielsirera,2023-04-13T19:25:51.000Z
getaparo,FeijooConEspana,2023-04-13T19:24:46.000Z
getaparo,danielsirera,2023-04-13T19:24:46.000Z
RbRoser,MariaMiquel1,2023-04-13T19:24:41.000Z
AimeeVanVliet,CVellaEnComu,2023-04-13T19:24:39.000Z
ctxt_es,G_Pisarello,2023-04-13T19:24:32.000Z
FeijooConEspana,FeijooConEspana,2023-04-13T19:24:11.000Z
FeijooConEspana,danielsirera,2023-04-13T19:24:11.000Z
FeijooConEspana,danielsirera,2023-04-13T19:23:56.000Z
HeleSans,jessicaalbiach,2023-04-13T19:23:46.000Z
HeleSans,neustomas,2023-04-13T19:23:46.000Z
HeleSans,eldiarioes,2023-04-13T19:23:46.000Z
FeijooConEspana,danielsirera,2023-04-13T19:23:29.000Z
Chet221211,OuwerkerkRien,2023-04-13T19:21:57.000Z
TheBigEspeso,oguardingo,2023-04-13T19:21:53.000Z
RamonPuigCasaju,MarcFerre_Cat,2023-04-13T19:21:06.000Z
somprimavera,rovelldou1,2023-04-13T19:20:43.000Z
JoanMirallesR,ictlogist,2023-04-13T19:20:12.000Z
EstruchSuades,Mireiagalindo,2023-04-13T19:19:39.000Z
afiandeira,danielsirera,2023-04-13T19:19:21.000Z
IsidoroMarquez1,danielsirera,2023-04-13T19:18:43.000Z
manelrainers,jm_clavero,2023-04-13T19:18:13.000Z
Agusti94909092,rovelldou1,2023-04-13T19:18:07.000Z
Agusti94909092,jm_clavero,2023-04-13T19:17:29.000Z
MiguelS36731906,Jaume752,2023-04-13T19:16:48.000Z
defablos,gabrielrufian,2023-04-13T19:15:03.000Z
vtfrancesc,Jaume752,2023-04-13T19:13:50.000Z
Ciddavid,LaVanguardia,2023-04-13T19:12:34.000Z
antonio_vgc,SweetNurseOnco,2023-04-13T19:12:17.000Z
JesusGo29684642,danielsirera,2023-04-13T19:12:07.000Z
Tubabu63,rovelldou1,2023-04-13T19:11:29.000Z
aliciacc69,Antonperilon,2023-04-13T19:11:27.000Z
aliciacc69,kwz_ke,2023-04-13T19:11:27.000Z
AccessibilitatB,LeoSilvestrePoc,2023-04-13T19:11:22.000Z
AccessibilitatB,jomompeo,2023-04-13T19:11:22.000Z
AccessibilitatB,AccessibilitatB,2023-04-13T19:11:22.000Z
AccessibilitatB,entitatecom,2023-04-13T19:11:22.000Z
valentinaescri,TheObjective_es,2023-04-13T19:11:16.000Z
carmelomayorv,danielsirera,2023-04-13T19:10:57.000Z
elna2010,Gonzalvojordi,2023-04-13T19:09:54.000Z
QueenYasmine155,OuwerkerkRien,2023-04-13T19:09:10.000Z
Karelmercks,HoeyberghsJeff,2023-04-13T19:08:55.000Z
salmanbichi,MarcFerre_Cat,2023-04-13T19:07:53.000Z
RevolucioCAT,bcnencomu,2023-04-13T19:06:35.000Z
ComunsCatalunya,bcnencomu,2023-04-13T19:05:34.000Z
roserous_rosa,VSumergida,2023-04-13T19:03:46.000Z
ubeda_l,GuajeSalvaje,2023-04-13T18:58:52.000Z
CDifema,DCA90,2023-04-13T18:58:29.000Z
CDifema,zener2008,2023-04-13T18:58:29.000Z
CDifema,juanrallo,2023-04-13T18:58:29.000Z
yellowrock1,HoeyberghsJeff,2023-04-13T18:57:52.000Z
Daniphi621,squad_milf,2023-04-13T18:54:40.000Z
SamuelD64657989,Jomaca18,2023-04-13T18:54:18.000Z
carmelomayorv,danielsirera,2023-04-13T18:54:03.000Z
MeniMcc,btvnoticies,2023-04-13T18:52:44.000Z
CoradaJesu78235,comuns_info,2023-04-13T18:52:15.000Z
Franmad2014,btvnoticies,2023-04-13T18:51:57.000Z
Llaudal,jm_clavero,2023-04-13T18:49:39.000Z
nolo_romani,rovelldou1,2023-04-13T18:47:03.000Z
LuisRodGon,XCatalunya,2023-04-13T18:46:09.000Z
Mariaje95052231,CdEconomia,2023-04-13T18:45:31.000Z
Mariaje95052231,jaumecollboni,2023-04-13T18:45:31.000Z
JosRamn58571137,pp_bcn,2023-04-13T18:44:56.000Z
RudieBdeV,dave_uut,2023-04-13T18:38:04.000Z
RudieBdeV,MarjoleinRth,2023-04-13T18:38:04.000Z
RudieBdeV,LeaksScorpy,2023-04-13T18:38:04.000Z
fra1malo,bcnencomu,2023-04-13T18:38:03.000Z
peterbrownnie,libertaddigital,2023-04-13T18:35:21.000Z
roge_bcn,jcorbalan,2023-04-13T18:34:59.000Z
BirgittaDE2,rovelldou1,2023-04-13T18:34:32.000Z
AlbaFde83192647,comuns_info,2023-04-13T18:33:42.000Z
Sam64642886,JORDIMECA,2023-04-13T18:33:28.000Z
RudieBdeV,LeaksScorpy,2023-04-13T18:32:20.000Z
ResistenciaCat,MarcFerre_Cat,2023-04-13T18:31:55.000Z
Rosa75458286,luisesgo,2023-04-13T18:31:45.000Z
LlopTio,expansioncom,2023-04-16T23:55:57.000Z
vayyatimo,PrincipeRojo90,2023-04-16T23:54:18.000Z
vayyatimo,jjsf11,2023-04-16T23:54:18.000Z
vayyatimo,jordievole,2023-04-16T23:54:18.000Z
vayyatimo,Yolanda_Diaz_,2023-04-16T23:54:18.000Z
vayyatimo,ionebelarra,2023-04-16T23:54:18.000Z
vayyatimo,PODEMOS,2023-04-16T23:54:18.000Z
vayyatimo,PabloIglesias,2023-04-16T23:54:18.000Z
foralaborbonada,Eduardo54812683,2023-04-16T23:53:28.000Z
maxii_olii,bcnencomu,2023-04-16T23:53:02.000Z
JulenBR96,bcnencomu,2023-04-16T23:52:05.000Z
Jr23cat,saralidiaester,2023-04-16T23:49:41.000Z
XARLIPIU,Eduardo54812683,2023-04-16T23:49:39.000Z
Jose89554271,ErnestoEkaizer,2023-04-16T23:45:45.000Z
Memole_33,JuanLabordah,2023-04-16T23:44:49.000Z
Laiaortiz,DianaFT88,2023-04-16T23:36:05.000Z
Sr_Nachosaranda,FavilaOso,2023-04-16T23:32:59.000Z
Sr_Nachosaranda,LuisLandeira,2023-04-16T23:32:59.000Z
Sr_Nachosaranda,BarilliAyanta,2023-04-16T23:32:59.000Z
begonys,expansioncom,2023-04-16T23:29:38.000Z
JaimeDelgadoM,ErnestoEkaizer,2023-04-16T23:26:49.000Z
MariseNevado,MiguelMV1984,2023-04-16T23:26:12.000Z
MariseNevado,valents_cat,2023-04-16T23:26:12.000Z
MariseNevado,PareraEva,2023-04-16T23:26:12.000Z
TerrerJosep,LluisRovir,2023-04-16T23:21:50.000Z
TerrerJosep,annagrauarias,2023-04-16T23:21:50.000Z
Quimberenguer,LluisRovir,2023-04-16T23:20:26.000Z
Quimberenguer,annagrauarias,2023-04-16T23:20:26.000Z
javierburonc,expansioncom,2023-04-16T23:16:23.000Z
Maitelunallena,jaumeoliva_,2023-04-16T23:11:33.000Z
Maitelunallena,annickrepublic2,2023-04-16T23:11:33.000Z
Maitelunallena,AVSarria,2023-04-16T23:11:33.000Z
Maitelunallena,bcn_ajuntament,2023-04-16T23:11:33.000Z
Maitelunallena,Bcn_SSTG,2023-04-16T23:11:33.000Z
x_namor,LluisRovir,2023-04-16T23:09:58.000Z
x_namor,annagrauarias,2023-04-16T23:09:58.000Z
Maria29591245,magistrado69,2023-04-16T23:04:59.000Z
franksierrafoto,Eduardo54812683,2023-04-16T22:59:42.000Z
justicasado,republicviatger,2023-04-16T22:58:10.000Z
pcolomers,ProfTorra,2023-04-16T22:57:46.000Z
pcolomers,LauraBorras,2023-04-16T22:57:46.000Z
Hatshepsut3110,JuanLabordah,2023-04-16T22:53:17.000Z
GironaJean,elCatalan_es,2023-04-16T22:52:51.000Z
GironaJean,MiguelMV1984,2023-04-16T22:52:51.000Z
GironaJean,elCatalan_es,2023-04-16T22:52:51.000Z
Ref1Oct17,Eduardo54812683,2023-04-16T22:52:17.000Z
yotoq,Lucia_MartinG,2023-04-16T22:47:58.000Z
jonyciaa,JuanLabordah,2023-04-16T22:46:10.000Z
donmonti,btvnoticies,2023-04-16T22:44:48.000Z
JaumeBERNIS1,LluisRovir,2023-04-16T22:44:41.000Z
JaumeBERNIS1,annagrauarias,2023-04-16T22:44:41.000Z
joseluquelora,GuajeSalvaje,2023-04-16T22:44:31.000Z
nueva_tapia,BCNmetropoli,2023-04-16T22:43:33.000Z
pepsabater,vadortitus,2023-04-16T22:41:13.000Z
pepsabater,aleixclario,2023-04-16T22:41:13.000Z
Alelex10,paulaob79,2023-04-16T22:38:42.000Z
Alelex10,GorkaKB,2023-04-16T22:38:42.000Z
XARLIPIU,LluisRovir,2023-04-16T22:37:30.000Z
XARLIPIU,annagrauarias,2023-04-16T22:37:30.000Z
comaposadajordi,OnVasBarcelona,2023-04-16T22:37:10.000Z
FrankMDPhD1,LluisRovir,2023-04-16T22:36:37.000Z
FrankMDPhD1,annagrauarias,2023-04-16T22:36:37.000Z
Jabbastation,ProfTorra,2023-04-16T22:33:34.000Z
Jabbastation,LauraBorras,2023-04-16T22:33:34.000Z
maquinandoarte,ErnestoEkaizer,2023-04-16T22:29:29.000Z
akaciel,ErnestoEkaizer,2023-04-16T22:27:15.000Z
badalola58,saralidiaester,2023-04-16T22:26:30.000Z
pep_seu,NiellPipa,2023-04-16T22:23:01.000Z
pep_seu,XCatalunya,2023-04-16T22:23:01.000Z
Jabbastation,Eduardo54812683,2023-04-16T22:22:02.000Z
francescbarbany,Eduardo54812683,2023-04-16T22:21:47.000Z
fernanfb17,GuajeSalvaje,2023-04-16T22:21:20.000Z
JRC59722150,LluisRovir,2023-04-16T22:19:13.000Z
JRC59722150,annagrauarias,2023-04-16T22:19:13.000Z
remoloc60,NiellPipa,2023-04-16T22:16:52.000Z
remoloc60,XCatalunya,2023-04-16T22:16:52.000Z
bmarassa,GuajeSalvaje,2023-04-16T22:14:18.000Z
olordelluvia,Lucia_MartinG,2023-04-16T22:14:05.000Z
RosaCanyadell,Lucia_MartinG,2023-04-16T22:13:38.000Z
javifagreda,Lucia_MartinG,2023-04-16T22:13:19.000Z
jara_toni,LluisRovir,2023-04-16T22:12:22.000Z
jara_toni,annagrauarias,2023-04-16T22:12:22.000Z
cris4862,sumar,2023-04-16T22:11:19.000Z
G_Pisarello,Lucia_MartinG,2023-04-16T22:10:32.000Z
barcelona_ps,elCatalan_es,2023-04-16T22:09:36.000Z
barcelona_ps,MiguelMV1984,2023-04-16T22:09:36.000Z
barcelona_ps,elCatalan_es,2023-04-16T22:09:36.000Z
NaniMasriera,vadortitus,2023-04-16T22:06:39.000Z
NaniMasriera,aleixclario,2023-04-16T22:06:39.000Z
CodinaAntonia,ProfTorra,2023-04-16T22:06:03.000Z
CodinaAntonia,LauraBorras,2023-04-16T22:06:03.000Z
ESTEVEZPACO,sumar,2023-04-16T22:04:43.000Z
ESTEVEZPACO,Yolanda_Diaz_,2023-04-16T22:04:43.000Z
francbarcelona1,vadortitus,2023-04-16T22:01:19.000Z
francbarcelona1,aleixclario,2023-04-16T22:01:19.000Z
ReigRico,saralidiaester,2023-04-16T22:00:44.000Z
maestro_remius,ivanedlm,2023-04-16T21:58:33.000Z
anna_sanllehy,elnacionalcat,2023-04-16T21:58:22.000Z
ander_the_table,lfilella,2023-04-16T21:58:10.000Z
mariatrusal,Lucia_MartinG,2023-04-16T21:57:07.000Z
amartpenalv,GuajeSalvaje,2023-04-16T21:56:48.000Z
jadelgado53,GuajeSalvaje,2023-04-16T21:56:05.000Z
VSumergida,VSumergida,2023-04-16T21:55:19.000Z
pepe_fajula,vadortitus,2023-04-16T21:55:10.000Z
pepe_fajula,aleixclario,2023-04-16T21:55:10.000Z
CodinaAntonia,Eduardo54812683,2023-04-16T21:52:50.000Z
MatarinJosep,GuajeSalvaje,2023-04-16T21:52:39.000Z
jorge_5,JuanLabordah,2023-04-16T21:52:08.000Z
tancatibarrat,Eduardo54812683,2023-04-16T21:51:33.000Z
gutirrez_lvaro,expansioncom,2023-04-16T21:51:06.000Z
Tweety2719mes,LluisRovir,2023-04-16T21:50:49.000Z
Tweety2719mes,annagrauarias,2023-04-16T21:50:49.000Z
TranquiloDj,GuajeSalvaje,2023-04-16T21:48:05.000Z
tiburonpobre,wallstwolverine,2023-04-16T21:47:14.000Z
LuisMix_52,pennylanebcn,2023-04-16T21:47:05.000Z
ralf68452199,Eduardo54812683,2023-04-16T21:46:47.000Z
GasEscrixe,lafuturachannel,2023-04-16T21:44:03.000Z
Sam64642886,jmangues,2023-04-16T21:41:05.000Z
SITARITA,GuajeSalvaje,2023-04-16T21:40:55.000Z
1965Eenrique,GuajeSalvaje,2023-04-16T21:39:52.000Z
rafasalvador123,EuroLiberales,2023-04-16T21:37:46.000Z
rafasalvador123,LaVanguardia,2023-04-16T21:37:46.000Z
EuroLiberales,LaVanguardia,2023-04-16T21:37:03.000Z
Patrici33455037,Patrici33455037,2023-04-16T21:36:04.000Z
marx_asesino,GuajeSalvaje,2023-04-16T21:35:46.000Z
ASA90594458,ochofernur,2023-04-16T21:35:06.000Z
ASA90594458,NiellPipa,2023-04-16T21:35:06.000Z
ASA90594458,XCatalunya,2023-04-16T21:35:06.000Z
EdelmiroGomezR2,Eduardo54812683,2023-04-16T21:35:05.000Z
CristinaAR20,jordievole,2023-04-16T21:34:28.000Z
CristinaAR20,Yolanda_Diaz_,2023-04-16T21:34:28.000Z
CristinaAR20,AdaColau,2023-04-16T21:34:28.000Z
ASA90594458,LluisRovir,2023-04-16T21:32:02.000Z
ASA90594458,annagrauarias,2023-04-16T21:32:02.000Z
Juan71spain,FroilLannister,2023-04-16T21:31:18.000Z
anaquin6491,JoseCardenosa,2023-04-16T21:30:42.000Z
TR4F1C,GuajeSalvaje,2023-04-16T21:30:22.000Z
FGuinness64,LluisRovir,2023-04-16T21:28:58.000Z
FGuinness64,annagrauarias,2023-04-16T21:28:58.000Z
RepubliCitizen,republicviatger,2023-04-16T21:28:01.000Z
MiguelMV1984,elCatalan_es,2023-04-16T21:27:16.000Z
MiguelMV1984,MiguelMV1984,2023-04-16T21:27:16.000Z
MiguelMV1984,elCatalan_es,2023-04-16T21:27:16.000Z
FrancArgentoF63,Eduardo54812683,2023-04-16T21:27:13.000Z
Aitali04,Eduardo54812683,2023-04-16T21:25:50.000Z
TTerrible3,Eduardo54812683,2023-04-16T21:25:49.000Z
Deidami34258310,Eduardo54812683,2023-04-16T21:23:37.000Z
fjlgda,GuajeSalvaje,2023-04-16T21:21:33.000Z
Montser42153162,Eduardo54812683,2023-04-16T21:20:05.000Z
xpep67,Eduardo54812683,2023-04-16T21:19:02.000Z
CuberoLuis,Eduardo54812683,2023-04-16T21:18:43.000Z
ThorRo01,BalbontinCas,2023-04-16T21:17:03.000Z
CayetanaVega,ErnestoEkaizer,2023-04-16T21:16:26.000Z
jesus_saucito,agarciaportela,2023-04-16T21:14:25.000Z
weider101,SuperRoStar,2023-04-16T21:13:30.000Z
weider101,AlmeidaPP_,2023-04-16T21:13:30.000Z
ReigRico,LluisRovir,2023-04-16T21:13:25.000Z
ReigRico,annagrauarias,2023-04-16T21:13:25.000Z
n_hernn1,expansioncom,2023-04-16T21:13:05.000Z
JordiAyalaR,btvnoticies,2023-04-16T21:08:08.000Z
Franbcn29,Eduardo54812683,2023-04-16T21:05:28.000Z
SrSantome,ErnestoEkaizer,2023-04-16T21:04:00.000Z
pb_sincensura,Eduardo54812683,2023-04-16T21:03:40.000Z
toret,DianaFT88,2023-04-16T21:01:28.000Z
alexcliment30,ionebelarra,2023-04-16T21:01:07.000Z
alexcliment30,AlmeidaPP_,2023-04-16T21:01:07.000Z
Egarcamp111,Eduardo54812683,2023-04-16T21:00:55.000Z
Jllibertat1,Eduardo54812683,2023-04-16T21:00:28.000Z
NesVanesa,bcnencomu,2023-04-16T20:59:31.000Z
arginauta,GuajeSalvaje,2023-04-16T20:58:00.000Z
Old_Nemo,Eduardo54812683,2023-04-16T20:56:56.000Z
capendavant,LluisRovir,2023-04-16T20:53:02.000Z
capendavant,annagrauarias,2023-04-16T20:53:02.000Z
5Peyton,Eduardo54812683,2023-04-16T20:52:00.000Z
a_heerze,MiguelMV1984,2023-04-16T20:50:26.000Z
a_heerze,valents_cat,2023-04-16T20:50:26.000Z
a_heerze,PareraEva,2023-04-16T20:50:26.000Z
fervisol,publico_es,2023-04-16T20:50:08.000Z
GironaJean,MiguelMV1984,2023-04-16T20:48:50.000Z
GironaJean,valents_cat,2023-04-16T20:48:50.000Z
GironaJean,PareraEva,2023-04-16T20:48:50.000Z
Elsa_Punky,bandolerardenya,2023-04-16T20:47:28.000Z
Santi_040662,LluisRovir,2023-04-16T20:46:57.000Z
Santi_040662,annagrauarias,2023-04-16T20:46:57.000Z
siroana76,GuajeSalvaje,2023-04-16T20:46:30.000Z
amicalupus,capTercio,2023-04-16T20:46:26.000Z
Antonio91412019,madridespain,2023-04-16T20:42:44.000Z
Pepa91507985,ProfTorra,2023-04-16T20:42:16.000Z
Pepa91507985,LauraBorras,2023-04-16T20:42:16.000Z
toni9buceta,LluisRovir,2023-04-16T20:42:15.000Z
toni9buceta,annagrauarias,2023-04-16T20:42:15.000Z
Antonio91412019,pennylanebcn,2023-04-16T20:41:44.000Z
78GARBO,Eduardo54812683,2023-04-16T20:41:20.000Z
FornosMar,Eduardo54812683,2023-04-16T20:40:10.000Z
Auroraiterum,ErnestoEkaizer,2023-04-16T20:39:56.000Z
Antonio91412019,AntonioMautor,2023-04-16T20:39:49.000Z
Antonio91412019,ErnestoEkaizer,2023-04-16T20:39:31.000Z
AndreuCd,ProfTorra,2023-04-16T20:38:17.000Z
AndreuCd,LauraBorras,2023-04-16T20:38:17.000Z
Liz_beth_GB,LluisRovir,2023-04-16T20:36:17.000Z
Liz_beth_GB,annagrauarias,2023-04-16T20:36:17.000Z
FrancescCuesta,ProfTorra,2023-04-16T20:36:14.000Z
FrancescCuesta,LauraBorras,2023-04-16T20:36:14.000Z
Eroset2017,LluisRovir,2023-04-16T20:34:49.000Z
Eroset2017,annagrauarias,2023-04-16T20:34:49.000Z
storiol,Dolors63,2023-04-16T20:34:22.000Z
storiol,NiellPipa,2023-04-16T20:34:22.000Z
storiol,XCatalunya,2023-04-16T20:34:22.000Z
Caballo_Nando,Mulagros7,2023-04-16T20:31:19.000Z
manelnn51,LluisRovir,2023-04-16T20:30:16.000Z
manelnn51,annagrauarias,2023-04-16T20:30:16.000Z
frankieporras,Eduardo54812683,2023-04-16T20:30:04.000Z
derechacatalana,valents_cat,2023-04-16T20:28:18.000Z
TBofill,DianaFT88,2023-04-16T20:27:57.000Z
derechacatalana,btvnoticies,2023-04-16T20:27:32.000Z
derechacatalana,MiguelMV1984,2023-04-16T20:27:30.000Z
derechacatalana,valents_cat,2023-04-16T20:27:30.000Z
derechacatalana,PareraEva,2023-04-16T20:27:30.000Z
derechacatalana,GironaJean,2023-04-16T20:27:28.000Z
derechacatalana,Valents_bcn,2023-04-16T20:27:28.000Z
derechacatalana,valents_cat,2023-04-16T20:27:28.000Z
ElfontsAlfons,Eduardo54812683,2023-04-16T20:26:52.000Z
Jubilat1951,LluisRovir,2023-04-16T20:24:52.000Z
Jubilat1951,annagrauarias,2023-04-16T20:24:52.000Z
FixxDE,GuajeSalvaje,2023-04-16T20:24:28.000Z
MCampderrosB,LluisRovir,2023-04-16T20:24:17.000Z
MCampderrosB,annagrauarias,2023-04-16T20:24:17.000Z
jasaezbenito,LluisRovir,2023-04-16T20:23:10.000Z
jasaezbenito,annagrauarias,2023-04-16T20:23:10.000Z
tonimestres49,LluisRovir,2023-04-16T20:22:13.000Z
